CustomerID,Age,Gender,City,CreditScore,RiskSegment
C00204,36,F,Chennai,483,High
C00205,48,M,Mumbai,494,High
C00206,75,M,Chennai,300,High
C00207,50,M,Chennai,573,Medium
C00208,67,F,Bangalore,572,Medium
C00209,54,F,Chennai,805,Low
C00210,63,F,Delhi,370,High
C00211,40,M,Pune,538,High
C00212,46,F,Mumbai,563,Medium
C00213,38,F,Mumbai,631,Medium
C00214,47,M,Delhi,422,High
C00215,72,F,Bangalore,718,Low
C00216,65,F,Chennai,805,Low
C00217,65,M,Mumbai,830,Low
C00218,43,F,Mumbai,603,Medium
C00219,68,F,Bangalore,420,High
C00220,31,F,Chennai,307,High
C00221,75,F,Pune,832,Low
C00222,62,F,Bangalore,524,High
C00223,69,F,Bangalore,794,Low
C00224,29,M,Mumbai,488,High
C00225,43,M,Pune,323,High
C00226,60,M,Delhi,315,High
C00227,18,M,Pune,568,Medium
C00228,52,M,Pune,491,High
C00229,31,F,Bangalore,643,Medium
C00230,39,F,Pune,607,Medium
C00231,73,F,Delhi,511,High
C00232,20,M,Bangalore,701,Low
C00233,27,F,Mumbai,373,High
C00234,31,F,Pune,834,Low
C00235,45,M,Pune,672,Medium
C00236,55,F,Pune,484,High
C00237,69,F,Mumbai,525,High
C00238,51,F,Pune,571,Medium
C00239,18,F,Pune,830,Low
C00240,65,F,Pune,799,Low
C00241,20,F,Bangalore,785,Low
C00242,27,F,Delhi,310,High
C00243,69,M,Pune,845,Low
C00244,64,F,Delhi,614,Medium
C00245,48,F,Bangalore,551,Medium
C00246,51,M,Pune,639,Medium
C00247,18,M,Mumbai,650,Medium
C00248,68,M,Delhi,306,High
C00249,49,F,Mumbai,719,Low
C00250,35,M,Mumbai,505,High
C00251,71,M,Delhi,736,Low
C00252,31,F,Pune,347,High
C00253,42,M,Mumbai,559,Medium
C00254,25,F,Pune,623,Medium
C00255,37,M,Mumbai,648,Medium
C00256,22,M,Mumbai,643,Medium
C00257,69,M,Mumbai,528,High
C00258,34,M,Chennai,401,High
C00259,57,F,Mumbai,709,Low
C00260,56,M,Bangalore,515,High
C00261,26,M,Delhi,524,High
C00262,36,M,Delhi,627,Medium
C00263,61,F,Chennai,550,Medium
C00264,74,F,Delhi,455,High
C00265,73,M,Mumbai,749,Low
C00266,34,M,Pune,737,Low
C00267,41,M,Bangalore,555,Medium
C00268,47,M,Pune,518,High
C00269,28,M,Pune,835,Low
C00270,37,M,Chennai,613,Medium
C00271,62,F,Mumbai,560,Medium
C00272,30,F,Bangalore,651,Medium
C00273,55,M,Bangalore,511,High
C00274,42,M,Chennai,711,Low
C00275,21,F,Pune,631,Medium
C00276,55,F,Mumbai,819,Low
C00277,45,F,Bangalore,389,High
C00278,21,F,Chennai,826,Low
C00279,18,M,Delhi,608,Medium
C00280,19,M,Chennai,430,High
C00281,62,M,Mumbai,349,High
C00282,68,F,Chennai,446,High
C00283,27,F,Pune,472,High
C00284,23,F,Pune,717,Low
C00285,73,M,Mumbai,622,Medium
C00286,49,F,Mumbai,764,Low
C00287,64,M,Pune,561,Medium
C00288,59,M,Chennai,568,Medium
C00289,39,M,Chennai,834,Low
C00290,63,F,Delhi,398,High
C00291,74,F,Delhi,477,High
C00292,53,M,Chennai,350,High
C00293,72,M,Delhi,645,Medium
C00294,32,M,Delhi,829,Low
C00295,70,F,Bangalore,365,High
C00296,21,M,Pune,347,High
C00297,61,M,Pune,656,Medium
C00298,71,M,Mumbai,725,Low
C00299,74,F,Delhi,805,Low
C00300,49,M,Mumbai,723,Low
C00301,39,F,Bangalore,463,High
C00302,50,M,Chennai,399,High
C00303,25,M,Chennai,699,Medium
C00304,42,F,Bangalore,432,High
C00305,56,F,Mumbai,592,Medium
C00306,74,M,Mumbai,481,High
C00307,64,F,Chennai,451,High
C00308,46,F,Chennai,350,High
C00309,43,M,Mumbai,401,High
C00310,66,M,Mumbai,401,High
C00311,22,M,Pune,301,High
C00312,42,F,Pune,691,Medium
C00313,58,M,Chennai,423,High
C00314,35,M,Chennai,684,Medium
C00315,47,F,Delhi,761,Low
C00316,71,M,Mumbai,790,Low
C00317,26,M,Pune,529,High
C00318,32,F,Pune,565,Medium
C00319,20,F,Chennai,763,Low
C00320,49,M,Chennai,799,Low
C00321,45,M,Bangalore,747,Low
C00322,24,M,Chennai,468,High
C00323,67,F,Bangalore,486,High
C00324,65,F,Delhi,424,High
C00325,26,M,Delhi,497,High
C00326,44,M,Mumbai,719,Low
C00327,51,F,Mumbai,720,Low
C00328,63,F,Bangalore,587,Medium
C00329,53,F,Delhi,646,Medium
C00330,68,M,Mumbai,774,Low
C00331,21,M,Mumbai,703,Low
C00332,75,M,Mumbai,568,Medium
C00333,44,M,Delhi,821,Low
C00334,62,F,Mumbai,839,Low
C00335,20,M,Pune,328,High
C00336,48,F,Mumbai,547,High
C00337,70,F,Mumbai,588,Medium
C00338,27,M,Bangalore,639,Medium
C00339,74,F,Mumbai,651,Medium
C00340,69,F,Pune,381,High
C00341,45,M,Delhi,491,High
C00342,52,M,Bangalore,693,Medium
C00343,44,M,Chennai,649,Medium
C00344,49,M,Mumbai,575,Medium
C00345,57,F,Mumbai,479,High
C00346,75,F,Mumbai,344,High
C00347,27,M,Bangalore,428,High
C00348,22,F,Delhi,793,Low
C00349,42,F,Delhi,822,Low
C00350,21,F,Delhi,387,High
C00351,32,M,Mumbai,348,High
C00352,32,M,Delhi,763,Low
C00353,26,F,Chennai,492,High
C00354,31,M,Delhi,515,High
C00355,55,F,Bangalore,572,Medium
C00356,44,F,Mumbai,467,High
C00357,28,F,Bangalore,610,Medium
C00358,51,F,Pune,433,High
C00359,50,F,Pune,848,Low
C00360,64,F,Chennai,675,Medium
C00361,71,F,Delhi,700,Low
C00362,60,M,Pune,377,High
C00363,39,M,Pune,535,High
C00364,54,F,Bangalore,674,Medium
C00365,45,M,Delhi,505,High
C00366,60,M,Mumbai,794,Low
C00367,57,F,Pune,532,High
C00368,46,F,Pune,627,Medium
C00369,63,F,Bangalore,526,High
C00370,69,M,Delhi,387,High
C00371,32,M,Delhi,753,Low
C00372,18,F,Delhi,836,Low
C00373,27,F,Chennai,612,Medium
C00374,50,F,Delhi,402,High
C00375,43,M,Bangalore,396,High
C00376,48,F,Chennai,445,High
C00377,31,F,Mumbai,640,Medium
C00378,38,F,Delhi,656,Medium
C00379,32,F,Delhi,663,Medium
C00380,24,F,Pune,753,Low
C00381,43,F,Chennai,687,Medium
C00382,50,M,Bangalore,755,Low
C00383,58,M,Delhi,842,Low
C00384,70,M,Pune,551,Medium
C00385,18,F,Bangalore,732,Low
C00386,56,F,Bangalore,424,High
C00387,23,F,Bangalore,481,High
C00388,42,F,Pune,545,High
C00389,30,M,Mumbai,746,Low
C00390,24,M,Pune,346,High
C00391,56,F,Bangalore,544,High
C00392,60,F,Chennai,669,Medium
C00393,70,F,Chennai,384,High
C00394,65,F,Delhi,403,High
C00395,36,F,Chennai,689,Medium
C00396,48,F,Delhi,448,High
C00397,61,M,Bangalore,741,Low
C00398,43,F,Chennai,354,High
C00399,71,M,Bangalore,572,Medium
C00400,21,M,Chennai,387,High
C00401,41,M,Bangalore,377,High
C00402,32,M,Pune,561,Medium
C00403,22,M,Delhi,367,High
C00404,34,F,Pune,651,Medium
C00405,55,F,Mumbai,743,Low
C00406,20,M,Delhi,807,Low
C00407,73,M,Mumbai,799,Low
C00408,54,F,Pune,397,High
C00409,34,M,Chennai,440,High
C00410,71,F,Bangalore,498,High
C00411,36,F,Delhi,700,Low
C00412,68,F,Pune,616,Medium
C00413,31,M,Bangalore,810,Low
C00414,36,M,Pune,382,High
C00415,48,M,Bangalore,345,High
C00416,46,M,Chennai,443,High
C00417,24,F,Delhi,579,Medium
C00418,51,M,Pune,378,High
C00419,23,M,Bangalore,485,High
C00420,60,F,Chennai,661,Medium
C00421,48,F,Bangalore,554,Medium
C00422,39,M,Mumbai,666,Medium
C00423,45,F,Chennai,623,Medium
C00424,70,F,Bangalore,353,High
C00425,47,M,Chennai,680,Medium
C00426,37,F,Chennai,830,Low
C00427,20,F,Bangalore,372,High
C00428,59,M,Delhi,478,High
C00429,51,F,Delhi,753,Low
C00430,33,F,Pune,450,High
C00431,27,F,Mumbai,709,Low
C00432,74,M,Mumbai,427,High
C00433,42,M,Bangalore,616,Medium
C00434,31,M,Delhi,445,High
C00435,61,F,Pune,582,Medium
C00436,19,M,Mumbai,652,Medium
C00437,41,F,Delhi,581,Medium
C00438,33,F,Bangalore,411,High
C00439,48,M,Chennai,434,High
C00440,41,F,Mumbai,317,High
C00441,46,F,Bangalore,781,Low
C00442,63,F,Chennai,704,Low
C00443,44,F,Bangalore,706,Low
C00444,55,F,Delhi,620,Medium
C00445,72,F,Chennai,651,Medium
C00446,55,M,Mumbai,463,High
C00447,55,F,Chennai,361,High
C00448,59,F,Delhi,472,High
C00449,40,F,Mumbai,706,Low
C00450,40,M,Delhi,401,High
C00451,22,M,Mumbai,747,Low
C00452,45,M,Delhi,674,Medium
C00453,74,F,Pune,712,Low
C00454,70,M,Delhi,780,Low
C00455,57,M,Mumbai,784,Low
C00456,50,M,Chennai,776,Low
C00457,31,F,Mumbai,689,Medium
C00458,22,F,Mumbai,432,High
C00459,71,F,Pune,648,Medium
C00460,69,M,Chennai,352,High
C00461,42,F,Delhi,732,Low
C00462,20,F,Delhi,456,High
C00463,53,F,Chennai,304,High
C00464,73,F,Chennai,669,Medium
C00465,45,M,Pune,821,Low
C00466,54,M,Chennai,795,Low
C00467,64,M,Delhi,451,High
C00468,25,M,Bangalore,642,Medium
C00469,32,M,Bangalore,780,Low
C00470,34,M,Mumbai,790,Low
C00471,69,F,Pune,499,High
C00472,61,M,Mumbai,553,Medium
C00473,69,M,Bangalore,766,Low
C00474,50,F,Bangalore,667,Medium
C00475,45,M,Bangalore,317,High
C00476,33,F,Mumbai,677,Medium
C00477,75,M,Pune,733,Low
C00478,53,M,Bangalore,556,Medium
C00479,33,F,Mumbai,382,High
C00480,37,M,Chennai,679,Medium
C00481,44,F,Chennai,477,High
C00482,56,F,Mumbai,394,High
C00483,23,F,Bangalore,791,Low
C00484,23,F,Delhi,844,Low
C00485,27,F,Mumbai,721,Low
C00486,44,M,Pune,517,High
C00487,47,M,Delhi,307,High
C00488,46,F,Pune,470,High
C00489,33,M,Pune,376,High
C00490,29,M,Bangalore,683,Medium
C00491,75,M,Bangalore,692,Medium
C00492,31,F,Pune,442,High
C00493,37,M,Pune,310,High
C00494,62,M,Delhi,630,Medium
C00495,73,F,Mumbai,312,High
C00496,23,F,Chennai,777,Low
C00497,52,M,Mumbai,804,Low
C00498,51,M,Mumbai,328,High
C00499,74,M,Mumbai,780,Low
C00500,70,M,Pune,594,Medium
C00501,22,F,Mumbai,585,Medium
C00502,19,F,Delhi,406,High
C00503,60,M,Bangalore,768,Low
C00504,42,M,Delhi,827,Low
C00505,70,F,Pune,484,High
C00506,40,M,Delhi,766,Low
C00507,40,M,Pune,375,High
C00508,47,M,Pune,534,High
C00509,23,M,Chennai,766,Low
C00510,50,F,Mumbai,672,Medium
C00511,25,M,Chennai,329,High
C00512,34,F,Bangalore,747,Low
C00513,56,F,Delhi,632,Medium
C00514,75,F,Chennai,438,High
C00515,65,F,Pune,447,High
C00516,23,F,Bangalore,775,Low
C00517,54,F,Delhi,587,Medium
C00518,68,M,Mumbai,649,Medium
C00519,40,M,Delhi,672,Medium
C00520,69,F,Chennai,815,Low
C00521,72,F,Chennai,699,Medium
C00522,65,F,Delhi,788,Low
C00523,24,M,Bangalore,523,High
C00524,28,M,Delhi,818,Low
C00525,64,M,Bangalore,549,High
C00526,34,M,Delhi,641,Medium
C00527,59,M,Pune,391,High
C00528,33,F,Pune,672,Medium
C00529,25,M,Chennai,473,High
C00530,63,F,Chennai,722,Low
C00531,34,M,Bangalore,747,Low
C00532,42,M,Bangalore,512,High
C00533,23,F,Delhi,696,Medium
C00534,60,F,Chennai,414,High
C00535,44,F,Bangalore,386,High
C00536,75,M,Bangalore,414,High
C00537,49,F,Mumbai,357,High
C00538,26,F,Chennai,793,Low
C00539,25,M,Delhi,791,Low
C00540,39,F,Pune,822,Low
C00541,51,M,Delhi,348,High
C00542,42,M,Delhi,817,Low
C00543,61,M,Pune,546,High
C00544,47,M,Pune,844,Low
C00545,58,M,Pune,391,High
C00546,57,F,Mumbai,308,High
C00547,49,F,Chennai,422,High
C00548,40,M,Bangalore,535,High
C00549,21,F,Mumbai,459,High
C00550,53,M,Delhi,715,Low
C00551,60,F,Chennai,321,High
C00552,74,F,Pune,814,Low
C00553,26,F,Delhi,464,High
C00554,75,M,Bangalore,561,Medium
C00555,63,F,Mumbai,472,High
C00556,48,M,Delhi,776,Low
C00557,48,M,Pune,396,High
C00558,48,M,Bangalore,441,High
C00559,45,M,Pune,793,Low
C00560,18,M,Delhi,334,High
C00561,52,M,Delhi,544,High
C00562,56,F,Delhi,585,Medium
C00563,61,M,Delhi,361,High
C00564,45,M,Delhi,664,Medium
C00565,26,M,Delhi,511,High
C00566,69,M,Chennai,436,High
C00567,40,F,Delhi,594,Medium
C00568,22,F,Bangalore,716,Low
C00569,53,M,Chennai,582,Medium
C00570,63,F,Chennai,523,High
C00571,18,F,Pune,830,Low
C00572,35,M,Pune,716,Low
C00573,66,F,Mumbai,843,Low
C00574,27,M,Pune,380,High
C00575,68,M,Delhi,425,High
C00576,23,F,Pune,635,Medium
C00577,64,M,Delhi,754,Low
C00578,42,F,Pune,703,Low
C00579,52,M,Chennai,602,Medium
C00580,73,F,Mumbai,413,High
C00581,35,F,Chennai,572,Medium
C00582,28,F,Chennai,393,High
C00583,47,M,Bangalore,381,High
C00584,63,F,Delhi,365,High
C00585,70,F,Delhi,684,Medium
C00586,19,F,Delhi,361,High
C00587,55,F,Delhi,556,Medium
C00588,51,M,Delhi,636,Medium
C00589,55,F,Delhi,492,High
C00590,50,M,Mumbai,416,High
C00591,68,F,Bangalore,829,Low
C00592,33,F,Delhi,468,High
C00593,55,F,Mumbai,709,Low
C00594,29,F,Bangalore,541,High
C00595,67,F,Bangalore,406,High
C00596,46,F,Mumbai,694,Medium
C00597,57,F,Pune,388,High
C00598,64,F,Delhi,409,High
C00599,33,M,Delhi,776,Low
C00600,54,M,Delhi,739,Low
C00601,31,F,Chennai,429,High
C00602,28,M,Delhi,712,Low
C00603,61,M,Mumbai,846,Low
C00604,33,M,Delhi,425,High
C00605,59,F,Bangalore,647,Medium
C00606,26,M,Delhi,807,Low
C00607,43,M,Mumbai,666,Medium
C00608,45,M,Chennai,580,Medium
C00609,34,F,Pune,832,Low
C00610,47,M,Chennai,686,Medium
C00611,53,M,Pune,618,Medium
C00612,65,F,Delhi,737,Low
C00613,72,F,Chennai,478,High
C00614,29,F,Delhi,371,High
C00615,28,F,Delhi,765,Low
C00616,48,F,Delhi,518,High
C00617,29,F,Mumbai,579,Medium
C00618,33,F,Delhi,760,Low
C00619,67,M,Bangalore,586,Medium
C00620,67,M,Chennai,771,Low
C00621,61,F,Chennai,772,Low
C00622,30,M,Delhi,634,Medium
C00623,42,M,Mumbai,530,High
C00624,58,M,Chennai,728,Low
C00625,28,M,Bangalore,829,Low
C00626,50,M,Delhi,754,Low
C00627,37,M,Pune,325,High
C00628,27,M,Chennai,756,Low
C00629,71,F,Delhi,397,High
C00630,47,M,Mumbai,778,Low
C00631,53,F,Chennai,784,Low
C00632,61,M,Bangalore,746,Low
C00633,59,M,Bangalore,327,High
C00634,63,M,Delhi,441,High
C00635,65,M,Chennai,398,High
C00636,58,F,Delhi,558,Medium
C00637,55,F,Delhi,585,Medium
C00638,43,F,Mumbai,710,Low
C00639,43,F,Pune,763,Low
C00640,51,M,Bangalore,342,High
C00641,32,M,Bangalore,361,High
C00642,54,F,Delhi,807,Low
C00643,22,M,Pune,475,High
C00644,22,F,Pune,500,High
C00645,59,M,Mumbai,695,Medium
C00646,63,F,Mumbai,685,Medium
C00647,30,F,Delhi,538,High
C00648,69,M,Pune,761,Low
C00649,18,F,Delhi,770,Low
C00650,27,F,Bangalore,416,High
C00651,52,F,Mumbai,663,Medium
C00652,59,M,Chennai,384,High
C00653,74,M,Delhi,362,High
C00654,62,F,Mumbai,831,Low
C00655,69,F,Mumbai,399,High
C00656,23,M,Chennai,335,High
C00657,47,M,Delhi,405,High
C00658,60,F,Mumbai,479,High
C00659,41,F,Mumbai,792,Low
C00660,67,F,Chennai,785,Low
C00661,56,F,Mumbai,517,High
C00662,25,F,Pune,408,High
C00663,22,F,Delhi,815,Low
C00664,36,F,Delhi,645,Medium
C00665,64,M,Bangalore,709,Low
C00666,40,M,Mumbai,364,High
C00667,75,F,Chennai,561,Medium
C00668,68,M,Pune,820,Low
C00669,63,F,Mumbai,817,Low
C00670,66,F,Mumbai,439,High
C00671,33,F,Pune,813,Low
C00672,65,F,Bangalore,665,Medium
C00673,73,F,Chennai,520,High
C00674,26,F,Bangalore,819,Low
C00675,72,F,Chennai,758,Low
C00676,25,F,Bangalore,848,Low
C00677,69,F,Pune,481,High
C00678,72,M,Mumbai,374,High
C00679,60,M,Chennai,644,Medium
C00680,40,F,Mumbai,546,High
C00681,22,M,Delhi,737,Low
C00682,37,M,Delhi,489,High
C00683,67,F,Chennai,756,Low
C00684,43,F,Mumbai,524,High
C00685,38,F,Bangalore,696,Medium
C00686,68,F,Pune,811,Low
C00687,42,F,Pune,620,Medium
C00688,46,M,Delhi,538,High
C00689,53,M,Mumbai,536,High
C00690,42,F,Bangalore,563,Medium
C00691,70,M,Bangalore,694,Medium
C00692,64,M,Pune,717,Low
C00693,28,F,Pune,410,High
C00694,48,F,Pune,642,Medium
C00695,54,M,Mumbai,818,Low
C00696,59,M,Pune,335,High
C00697,21,F,Pune,386,High
C00698,40,F,Pune,835,Low
C00699,59,F,Pune,798,Low
C00700,29,F,Bangalore,300,High
C00701,51,F,Mumbai,690,Medium
C00702,36,M,Mumbai,765,Low
C00703,55,F,Mumbai,665,Medium
C00704,36,M,Chennai,747,Low
C00705,21,M,Pune,496,High
C00706,28,F,Mumbai,535,High
C00707,53,M,Bangalore,491,High
C00708,57,F,Bangalore,491,High
C00709,67,M,Chennai,307,High
C00710,48,F,Pune,329,High
C00711,32,F,Bangalore,542,High
C00712,36,M,Pune,630,Medium
C00713,66,M,Bangalore,668,Medium
C00714,43,M,Mumbai,836,Low
C00715,51,M,Pune,527,High
C00716,66,M,Chennai,369,High
C00717,54,M,Delhi,626,Medium
C00718,68,F,Mumbai,387,High
C00719,34,F,Pune,486,High
C00720,44,M,Bangalore,509,High
C00721,21,F,Pune,789,Low
C00722,62,F,Bangalore,732,Low
C00723,62,M,Pune,635,Medium
C00724,48,F,Bangalore,472,High
C00725,40,M,Mumbai,552,Medium
C00726,35,M,Mumbai,453,High
C00727,29,F,Delhi,509,High
C00728,48,F,Pune,390,High
C00729,33,F,Chennai,844,Low
C00730,34,F,Mumbai,372,High
C00731,25,M,Delhi,516,High
C00732,31,M,Delhi,544,High
C00733,20,F,Chennai,437,High
C00734,74,M,Delhi,348,High
C00735,53,F,Chennai,322,High
C00736,49,M,Delhi,566,Medium
C00737,67,F,Pune,425,High
C00738,20,M,Delhi,477,High
C00739,44,M,Chennai,573,Medium
C00740,62,M,Bangalore,412,High
C00741,46,M,Pune,640,Medium
C00742,53,F,Chennai,731,Low
C00743,26,F,Delhi,517,High
C00744,59,F,Mumbai,382,High
C00745,63,F,Bangalore,723,Low
C00746,34,M,Delhi,803,Low
C00747,71,M,Mumbai,381,High
C00748,52,M,Bangalore,776,Low
C00749,61,F,Bangalore,400,High
C00750,35,F,Bangalore,649,Medium
C00751,56,F,Bangalore,554,Medium
C00752,42,M,Pune,782,Low
C00753,44,M,Bangalore,544,High
C00754,54,F,Pune,657,Medium
C00755,40,M,Mumbai,706,Low
C00756,38,F,Bangalore,612,Medium
C00757,24,F,Chennai,704,Low
C00758,64,M,Delhi,606,Medium
C00759,32,M,Pune,465,High
C00760,30,M,Mumbai,481,High
C00761,36,M,Pune,781,Low
C00762,36,F,Bangalore,303,High
C00763,48,F,Bangalore,480,High
C00764,33,M,Chennai,729,Low
C00765,44,M,Chennai,588,Medium
C00766,73,F,Bangalore,331,High
C00767,41,F,Bangalore,684,Medium
C00768,54,M,Pune,818,Low
C00769,27,M,Bangalore,622,Medium
C00770,60,M,Chennai,338,High
C00771,71,F,Pune,519,High
C00772,25,F,Bangalore,588,Medium
C00773,39,M,Pune,691,Medium
